"","region","cause","year","sex","age","dx_m","dx_l","dx_u","pop","mx_m","mx_l","mx_u"
"558","Gaza Strip","conflict","24_25","f",80,39.7492685679654,24.2417654484326,61.5788351725819,4058.92708443044,0.0097930481975,0.0059724565,0.01517121
"559","Gaza Strip","conflict","24_25","m",0,152.237418962086,111.430132941141,205.510978992643,33204.7740085692,0.0045848051525,0.00335584675,0.00618919975
"560","Gaza Strip","conflict","24_25","m",1,871.511915202363,692.284329437321,1109.68176158553,130153.055399412,0.006696054215,0.00531900175,0.0085259755
"561","Gaza Strip","conflict","24_25","m",5,1264.29534190082,1007.76846256107,1599.46271539206,139815.496532902,0.00904259809,0.00720784525,0.01143981
"562","Gaza Strip","conflict","24_25","m",10,1718.74054272351,1375.25049337084,2177.08205711754,133810.373024154,0.012844598695,0.0102776075,0.016269905
"563","Gaza Strip","conflict","24_25","m",15,3134.44289809914,2512.3572751565,3953.07222433889,116213.42322356,0.026971435925,0.0216184775,0.034015625
"564","Gaza Strip","conflict","24_25","m",20,4201.52920236207,3667.54108050397,4827.62376527313,93140.4113878647,0.04510962685,0.039376475,0.0518316775
"565","Gaza Strip","conflict","24_25","m",25,4289.58335139371,3747.9268641898,4916.13653114013,88138.9453442581,0.0486684216,0.0425229375,0.05577712
"566","Gaza Strip","conflict","24_25","m",30,4231.58740684595,3694.48190309413,4854.94805345936,82815.5799429327,0.0510965136,0.0446109525,0.0586236075
"567","Gaza Strip","conflict","24_25","m",35,3209.44791383175,2793.13753627351,3704.07695024234,62894.6740319432,0.051028929925,0.0444097625,0.0588933325
"568","Gaza Strip","conflict","24_25","m",40,2093.47502508197,1816.05909127604,2418.6773537667,46700.9366827147,0.044827259875,0.038886995,0.0517907675
"569","Gaza Strip","conflict","24_25","m",45,1503.12559114052,1294.15803831993,1740.70251168771,39253.3355632792,0.038292939175,0.0329693775,0.04434534
"570","Gaza Strip","conflict","24_25","m",50,1044.70098946128,893.922025519079,1224.43614937786,30314.0533668517,0.0344625965,0.0294887,0.0403917
"571","Gaza Strip","conflict","24_25","m",55,850.583329733327,721.100614297885,996.335877160978,26363.1710834496,0.032264075025,0.027352575,0.0377927175
"572","Gaza Strip","conflict","24_25","m",60,555.902015065225,465.482572055867,662.395211747218,20376.5054716409,0.0272815187,0.0228440825,0.0325077925
"573","Gaza Strip","conflict","24_25","m",65,290.306271890015,212.082230331809,402.942051256529,12686.227505478,0.022883577625,0.0167175175,0.031762165
"574","Gaza Strip","conflict","24_25","m",70,216.358462918974,155.065658257317,304.5601399716,8582.59432780275,0.02520898165,0.0180674575,0.03548579
"575","Gaza Strip","conflict","24_25","m",75,71.3162833664916,47.2846831107707,105.195355490823,4964.20813035033,0.01436609455,0.009525121,0.0211907625
"576","Gaza Strip","conflict","24_25","m",80,92.2997291759024,62.9664038705597,133.838045963751,2902.23497395454,0.031802982875,0.0216958325,0.04611551
"577","Gaza Strip","conflict","24_25","t",0,307.318888750752,236.677684513378,401.788650928466,65248.6967163301,0.00470996210218307,0.00362731665802213,0.00615780346809454
"578","Gaza Strip","conflict","24_25","t",1,1696.86353966103,1355.1259361149,2142.93782777324,255766.469882515,0.0066344253038347,0.00529829393484366,0.00837849397834514
"579","Gaza Strip","conflict","24_25","t",5,2365.14001601884,1898.96943729412,2979.4028658128,274241.900954003,0.00862428391792519,0.00692443215529132,0.010864141677287
"580","Gaza Strip","conflict","24_25","t",10,2685.19527181775,2151.67367924398,3392.39908106734,262509.786276651,0.0102289339757715,0.0081965465355124,0.0129229432897873
"581","Gaza Strip","conflict","24_25","t",15,4005.09304951794,3216.48297159856,5039.91888088833,228887.634285095,0.0174980752543815,0.0140526725335988,0.0220191837651254
"582","Gaza Strip","conflict","24_25","t",20,5149.11960634404,4437.01657116167,6014.64135419831,183731.588011402,0.0280252277905773,0.0241494487648271,0.0327360222556018
"583","Gaza Strip","conflict","24_25","t",25,5436.88244773092,4681.11130845333,6353.50354155462,175595.387189041,0.0309625584974948,0.0266585095621777,0.0361826335148237
"584","Gaza Strip","conflict","24_25","t",30,5252.74521293229,4517.80310712356,6137.26445170464,166198.242660531,0.0316052993632508,0.0271832182747649,0.036927372717414
"585","Gaza Strip","conflict","24_25","t",35,3989.31840938065,3428.88633987456,4681.84637155127,127242.763585303,0.0313520258203622,0.0269475940576837,0.0367945982909479
"586","Gaza Strip","conflict","24_25","t",40,2670.44935005578,2282.90278973166,3136.3305061862,95324.5062923048,0.0280143003507101,0.023948750206283,0.0329016181481066
"587","Gaza Strip","conflict","24_25","t",45,1985.50400425529,1686.30524359946,2352.22303365255,79238.2903530765,0.0250573806603867,0.0212814440605102,0.0296854339382049
"588","Gaza Strip","conflict","24_25","t",50,1459.60388304126,1232.54096966087,1732.91887060267,60810.1450625149,0.0240026377431058,0.0202686733997061,0.0284972000777366
"589","Gaza Strip","conflict","24_25","t",55,1228.43730176191,1033.21360350133,1465.6508999892,51856.9595344674,0.0236889573316656,0.0199242997039692,0.0282633404107512
"590","Gaza Strip","conflict","24_25","t",60,899.35470510731,742.551076169885,1091.48550674288,40242.9311984686,0.0223481411100972,0.018451714476458,0.0271224156451212
"591","Gaza Strip","conflict","24_25","t",65,411.096094786935,300.97319317266,571.261401788944,26230.4582916239,0.0156724709197402,0.0114741873674685,0.0217785520724723
"592","Gaza Strip","conflict","24_25","t",70,311.684072673439,226.88058226643,434.435339081625,18369.3654952305,0.01696760145332,0.012351029888612,0.0236499915685396
"593","Gaza Strip","conflict","24_25","t",75,112.49300263367,78.0866292404224,162.114693819291,11267.7121541957,0.00998365960136649,0.00693012282989014,0.0143875430611639
"594","Gaza Strip","conflict","24_25","t",80,132.048997743868,92.1245251740139,188.533454574534,6961.16205838498,0.0189693899720105,0.0132340727598845,0.0270836180788865
"595","Gaza Strip","noconflict","24_25","f",0,373.841050808891,373.839462952411,373.842667344682,32043.9227077609,0.0116665195525,0.01166647,0.01166657
"596","Gaza Strip","noconflict","24_25","f",1,68.1286539918438,68.1276914790553,68.1289476132002,125613.414483102,0.0005423676625,0.00054236,0.00054237
"597","Gaza Strip","noconflict","24_25","f",5,35.9893218941476,35.9859484635285,35.9913255197056,134426.404421101,0.000267725095,0.000267699999999999,0.000267740000000001
"598","Gaza Strip","noconflict","24_25","f",10,26.2850984098316,26.2842811685574,26.2855681626901,128699.413252497,0.00020423635,0.00020423,0.000204240000000001
"599","Gaza Strip","noconflict","24_25","f",15,21.8518863548879,21.8509097511635,21.8520364932742,112674.211061535,0.0001939386675,0.000193929999999999,0.00019394
"600","Gaza Strip","noconflict","24_25","f",20,29.8700839886295,29.8679109327801,29.8769700504425,90591.1766235371,0.0003297239875,0.000329699999999999,0.0003298
"601","Gaza Strip","noconflict","24_25","f",25,26.6573920787876,26.6567234742896,26.6654691184742,87456.4418447825,0.000304807645,0.000304799999999999,0.0003049
"602","Gaza Strip","noconflict","24_25","f",30,33.7062054640709,33.7032722704531,33.7116105367251,83382.6627175982,0.0004042351775,0.000404199999999999,0.000404300000000002
"603","Gaza Strip","noconflict","24_25","f",35,51.0351836059528,51.0344698247693,51.0409046337248,64348.0895533595,0.0007931110925,0.000793099999999998,0.000793200000000001
"604","Gaza Strip","noconflict","24_25","f",40,41.9878739894975,41.986452357881,41.991314714842,48623.5696095901,0.0008635292375,0.0008635,0.000863600000000001
"605","Gaza Strip","noconflict","24_25","f",45,50.7656455200821,50.7648986011266,50.7688970966056,39984.9547897973,0.00126961868,0.0012696,0.0012697
"606","Gaza Strip","noconflict","24_25","f",50,76.3782069762695,76.3774616517884,76.380511260958,30496.0916956632,0.00250452444,0.0025045,0.0025046
"607","Gaza Strip","noconflict","24_25","f",55,118.254323954793,118.252937730046,118.255487108891,25493.7884510179,0.004638554375,0.0046385,0.0046386
"608","Gaza Strip","noconflict","24_25","f",60,148.20271394877,148.201549279562,148.203535922134,19866.4257268276,0.007459958625,0.0074599,0.00746
"609","Gaza Strip","noconflict","24_25","f",65,215.70423221289,215.703658750159,215.705419500161,13544.230786146,0.01592591234,0.01592587,0.015926
"610","Gaza Strip","noconflict","24_25","f",70,318.84757209599,318.847132572097,318.848111249214,9786.77116742779,0.03257944491,0.0325794,0.0325795
"611","Gaza Strip","noconflict","24_25","f",75,269.187142901008,269.186852955582,269.187420270944,6303.5040238454,0.0427043659975,0.04270432,0.04270441
"612","Gaza Strip","noconflict","24_25","f",80,579.823339602285,579.821387045264,579.825243025994,4058.92708443044,0.1428513810525,0.1428509,0.14285185
"613","Gaza Strip","noconflict","24_25","m",0,431.01369980026,431.012244684051,431.015233113712,33204.7740085692,0.0129804738225,0.01298043,0.01298052
"614","Gaza Strip","noconflict","24_25","m",1,74.1925244901837,74.1924476998809,74.193749230435,130153.055399412,0.00057004059,0.000570039999999999,0.00057005
"615","Gaza Strip","noconflict","24_25","m",5,49.6596642136301,49.6484828188337,49.6624643684869,139815.496532902,0.0003551799725,0.000355100000000001,0.0003552
"616","Gaza Strip","noconflict","24_25","m",10,47.5079813143463,47.5026824235745,47.5160634608771,133810.373024154,0.0003550396,0.000354999999999999,0.000355100000000001
"617","Gaza Strip","noconflict","24_25","m",15,31.024318031748,31.0173626583677,31.0289840006908,116213.42322356,0.00026695985,0.000266899999999997,0.000267000000000003
"618","Gaza Strip","noconflict","24_25","m",20,41.8031280859329,41.8014166308736,41.8107306720127,93140.4113878647,0.000448818375,0.000448799999999999,0.000448900000000002
"619","Gaza Strip","noconflict","24_25","m",25,68.4345322119395,68.4310771652817,68.439891059817,88138.9453442581,0.0007764392,0.000776399999999997,0.000776500000000006
"620","Gaza Strip","noconflict","24_25","m",30,55.3808279934427,55.3787783078387,55.3870598658338,82815.5799429327,0.00066872475,0.000668699999999994,0.000668800000000004
"621","Gaza Strip","noconflict","24_25","m",35,69.3011365354049,69.297351848395,69.3036413157984,62894.6740319432,0.001101860175,0.0011018,0.0011019
"622","Gaza Strip","noconflict","24_25","m",40,66.5275636637329,66.5254843045269,66.5301543981956,46700.9366827147,0.001424544525,0.0014245,0.00142460000000001
"623","Gaza Strip","noconflict","24_25","m",45,74.0140689726712,74.0121642045629,74.0160895381194,39253.3355632792,0.001885548525,0.0018855,0.0018856
"624","Gaza Strip","noconflict","24_25","m",50,128.908969715072,128.9074805372,128.910511942537,30314.0533668517,0.004252449125,0.0042524,0.00425250000000001
"625","Gaza Strip","noconflict","24_25","m",55,179.211388416906,179.208928073965,179.211564391074,26363.1710834496,0.006797793325,0.0067977,0.0067978
"626","Gaza Strip","noconflict","24_25","m",60,307.350150668137,307.349020281496,307.351057932043,20376.5054716409,0.015083555475,0.0150835,0.0150836
"627","Gaza Strip","noconflict","24_25","m",65,242.369285159435,242.369107869406,242.370376492156,12686.227505478,0.019104913975,0.0191049,0.019105
"628","Gaza Strip","noconflict","24_25","m",70,340.21404880952,340.214039154101,340.214039154101,8582.59432780275,0.039640001125,0.03964,0.03964
"629","Gaza Strip","noconflict","24_25","m",75,159.171924077979,159.17187307074,159.172369491553,4964.20813035033,0.032063910275,0.0320639,0.032064
"630","Gaza Strip","noconflict","24_25","m",80,616.502562358857,616.501169648849,616.504071883823,2902.23497395454,0.212423379875,0.2124229,0.2124239
"631","Gaza Strip","noconflict","24_25","t",0,804.854750609152,804.852039684203,804.85725957994,65248.6967163301,0.0123351850858918,0.0123351435383194,0.0123352235383194
"632","Gaza Strip","noconflict","24_25","t",1,142.321178482028,142.320139178936,142.322696843635,255766.469882515,0.000556449711908689,0.000556445648424168,0.000556455648424168
"633","Gaza Strip","noconflict","24_25","t",5,85.6489861077777,85.6371198104508,85.6552419340786,274241.900954003,0.000312311815991033,0.000312268546537002,0.000312334627334884
"634","Gaza Strip","noconflict","24_25","t",10,73.7930797241779,73.7869635921319,73.8016316235671,262509.786276651,0.000281106014258873,0.000281082715576821,0.000281138591708691
"635","Gaza Strip","noconflict","24_25","t",15,52.8762043866359,52.8682724095317,52.881020493965,228887.634285095,0.000231013809687836,0.000230979155228983,0.000231034851048782
"636","Gaza Strip","noconflict","24_25","t",20,71.6732120745624,71.6693275636537,71.6877007224546,183731.588011402,0.000390097385268964,0.000390076242955055,0.000390176242955054
"637","Gaza Strip","noconflict","24_25","t",25,95.0919242907271,95.0878006395713,95.1053601782906,175595.387189041,0.000541539990389121,0.000541516506565191,0.000541616506565193
"638","Gaza Strip","noconflict","24_25","t",30,89.0870334575137,89.0820505782919,89.0986704025587,166198.242660531,0.00053602873310447,0.000535998751564701,0.000536098751564706
"639","Gaza Strip","noconflict","24_25","t",35,120.336320141358,120.331821673164,120.344545949523,127242.763585303,0.000945722308685044,0.000945686955254589,0.00094578695525459
"640","Gaza Strip","noconflict","24_25","t",40,108.51543765323,108.511936662408,108.521469113038,95324.5062923048,0.00113837922559469,0.00113834249851413,0.00113844249851413
"641","Gaza Strip","noconflict","24_25","t",45,124.779714492753,124.77706280569,124.784986634725,79238.2903530765,0.0015747401153754,0.00157470665065712,0.00157480665065712
"642","Gaza Strip","noconflict","24_25","t",50,205.287176691341,205.284942188988,205.291023203495,60810.1450625149,0.00337587053081849,0.0033758337852664,0.0033759337852664
"643","Gaza Strip","noconflict","24_25","t",55,297.4657123717,297.461865804012,297.467051499965,51856.9595344674,0.00573627368519331,0.00573619950869467,0.00573629950869467
"644","Gaza Strip","noconflict","24_25","t",60,455.552864616907,455.550569561058,455.554593854178,40242.9311984686,0.0113200716510989,0.011320014621062,0.011320114621062
"645","Gaza Strip","noconflict","24_25","t",65,458.073517372325,458.072766619565,458.074986724528,26230.4582916239,0.017463420283381,0.0174633916619687,0.0174634763004047
"646","Gaza Strip","noconflict","24_25","t",70,659.06162090551,659.061171726198,659.062150403315,18369.3654952305,0.0358783008088456,0.0358782763562148,0.0358783296338916
"647","Gaza Strip","noconflict","24_25","t",75,428.359066978986,428.358726026322,428.359663692416,11267.7121541957,0.0380165077983004,0.0380164775390375,0.0380165607561167
"648","Gaza Strip","noconflict","24_25","t",80,1196.32590196114,1196.32313104251,1196.32864718568,6961.16205838498,0.171857211759655,0.171856813705621,0.171857606122624
